0.0000000000000000e+00,2.0072772282019460e+00,2.0000000000000000e+00
2.0408163265306121e-02,2.0145544564038915e+00,2.0072245711805490e+00
4.0816326530612242e-02,2.0216191444488762e+00,2.0142365948272403e+00
6.1224489795918366e-02,2.0284669102192816e+00,2.0210316886703623e+00
8.1632653061224483e-02,2.0350932812477183e+00,2.0276053800872935e+00
1.0204081632653060e-01,2.0414936928542082e+00,2.0339531042396235e+00
1.2244897959183673e-01,2.0476634862449594e+00,2.0400702021718620e+00
1.4285714285714285e-01,2.0535979065719454e+00,2.0459519188709496e+00
1.6326530612244897e-01,2.0592921009524727e+00,2.0515934012857575e+00
1.8367346938775508e-01,2.0647411164479190e+00,2.0569896963057572e+00
2.0408163265306120e-01,2.0699398980007984e+00,2.0621357486980094e+00
2.2448979591836732e-01,2.0748832863292894e+00,2.0670263990016231e+00
2.4489795918367346e-01,2.0795660157783549e+00,2.0716563813788000e+00
2.6530612244897955e-01,2.0839827121265597e+00,2.0760203214215749e+00
2.8571428571428570e-01,2.0881278903476632e+00,2.0801127339133316e+00
3.0612244897959179e-01,2.0919959523260667e+00,2.0839280205441701e+00
3.2653061224489793e-01,2.0955811845251540e+00,2.0874604675791675e+00
3.4693877551020408e-01,2.0988777556075608e+00,2.0907042434785650e+00
3.6734693877551017e-01,2.1018797140063801e+00,2.0936533964688859e+00
3.8775510204081631e-01,2.1045809854462858e+00,2.0963018520639780e+00
4.0816326530612240e-01,2.1069753704135552e+00,2.0986434105349434e+00
4.2857142857142855e-01,2.1090565415739211e+00,2.1006717443279048e+00
4.4897959183673464e-01,2.1108180411371911e+00,2.1023803954285305e+00
4.6938775510204078e-01,2.1122532781675281e+00,2.1037627726722241e+00
4.8979591836734693e-01,2.1133555258382750e+00,2.1048121489988527e+00
5.1020408163265307e-01,2.1141179186301828e+00,2.1055216586508765e+00
5.3061224489795911e-01,2.1145334494718671e+00,2.1058842943137082e+00
5.5102040816326525e-01,2.1145949668213109e+00,2.1058929041971135e+00
5.7142857142857140e-01,2.1142951716871932e+00,2.1055401890564354e+00
5.9183673469387754e-01,2.1136266145888030e+00,2.1048186991524056e+00
6.1224489795918358e-01,2.1125816924532752e+00,2.1037208311482694e+00
6.3265306122448972e-01,2.1111526454488523e+00,2.1022388249429391e+00
6.5306122448979587e-01,2.1093315537528561e+00,2.1003647604388531e+00
6.7346938775510201e-01,2.1071103342530209e+00,2.0980905542431958e+00
6.9387755102040816e-01,2.1044807371808165e+00,2.0954079563011012e+00
7.1428571428571419e-01,2.1014343426753568e+00,2.0923085464594449e+00
7.3469387755102034e-01,2.0979625572764635e+00,2.0887837309597854e+00
7.5510204081632648e-01,2.0940566103454259e+00,2.0848247388589978e+00
7.7551020408163263e-01,2.0897075504119629e+00,2.0804226183761108e+00
7.9591836734693866e-01,2.0849062414458661e+00,2.0755682331638212e+00
8.1632653061224481e-01,2.0796433590517767e+00,2.0702522585031362e+00
8.3673469387755095e-01,2.0739093865855014e+00,2.0644651774195579e+00
8.5714285714285710e-01,2.0676946111902610e+00,2.0581972767191887e+00
8.7755102040816324e-01,2.0609891197512087e+00,2.0514386429431171e+00
8.9795918367346927e-01,2.0537827947665446e+00,2.0441791582383817e+00
9.1836734693877542e-01,2.0460653101334993e+00,2.0364084961438120e+00
9.3877551020408156e-01,2.0378261268474329e+00,2.0281161172889774e+00
9.5918367346938771e-01,2.0290544886122599e+00,2.0192912650044610e+00
9.7959183673469385e-01,2.0197394173603715e+00,2.0099229608416245e+00
9.9999999999999989e-01,2.0098697086801858e+00,2.0000000000000000e+00
